Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[58] train=4.0950e-02 | val=5.5896e-02 | L=4.91e-02 E=6.83e-03 Dyn=1.46e+00 | eig-ratio-L2=1.579e-01 axis-align=0.895
[59] train=4.1554e-02 | val=5.4276e-02 | L=4.86e-02 E=5.66e-03 Dyn=1.47e+00 | eig-ratio-L2=1.603e-01 axis-align=0.899
[60] train=4.1059e-02 | val=5.3179e-02 | L=4.76e-02 E=5.63e-03 Dyn=1.32e+00 | eig-ratio-L2=1.569e-01 axis-align=0.904
[61] train=4.0077e-02 | val=5.2948e-02 | L=4.71e-02 E=5.84e-03 Dyn=1.37e+00 | eig-ratio-L2=1.594e-01 axis-align=0.903
[62] train=3.9478e-02 | val=5.6823e-02 | L=5.07e-02 E=6.09e-03 Dyn=1.24e+00 | eig-ratio-L2=1.578e-01 axis-align=0.901
[63] train=4.0670e-02 | val=5.5584e-02 | L=4.93e-02 E=6.30e-03 Dyn=1.27e+00 | eig-ratio-L2=1.591e-01 axis-align=0.899
[64] train=3.9603e-02 | val=5.5309e-02 | L=4.94e-02 E=5.91e-03 Dyn=1.37e+00 | eig-ratio-L2=1.578e-01 axis-align=0.899
[65] train=3.9832e-02 | val=5.4714e-02 | L=4.90e-02 E=5.76e-03 Dyn=1.29e+00 | eig-ratio-L2=1.597e-01 axis-align=0.902
[66] train=3.8691e-02 | val=5.5185e-02 | L=4.89e-02 E=6.24e-03 Dyn=1.34e+00 | eig-ratio-L2=1.568e-01 axis-align=0.901
[67] train=3.9706e-02 | val=5.7283e-02 | L=5.04e-02 E=6.85e-03 Dyn=1.46e+00 | eig-ratio-L2=1.589e-01 axis-align=0.896
[68] train=3.9371e-02 | val=5.4970e-02 | L=4.87e-02 E=6.31e-03 Dyn=1.50e+00 | eig-ratio-L2=1.618e-01 axis-align=0.899
[69] train=3.9464e-02 | val=5.9998e-02 | L=5.18e-02 E=8.24e-03 Dyn=1.39e+00 | eig-ratio-L2=1.609e-01 axis-align=0.898
[70] train=3.8955e-02 | val=5.5659e-02 | L=4.92e-02 E=6.44e-03 Dyn=1.32e+00 | eig-ratio-L2=1.600e-01 axis-align=0.898
[71] train=3.8626e-02 | val=5.6007e-02 | L=4.98e-02 E=6.26e-03 Dyn=1.40e+00 | eig-ratio-L2=1.659e-01 axis-align=0.896
[72] train=3.8496e-02 | val=5.5503e-02 | L=4.97e-02 E=5.83e-03 Dyn=1.39e+00 | eig-ratio-L2=1.629e-01 axis-align=0.900
[73] train=3.7758e-02 | val=5.7389e-02 | L=5.07e-02 E=6.72e-03 Dyn=1.37e+00 | eig-ratio-L2=1.610e-01 axis-align=0.898
[74] train=3.7713e-02 | val=5.5780e-02 | L=4.95e-02 E=6.24e-03 Dyn=1.33e+00 | eig-ratio-L2=1.621e-01 axis-align=0.899
[75] train=3.6794e-02 | val=5.6568e-02 | L=4.98e-02 E=6.79e-03 Dyn=1.26e+00 | eig-ratio-L2=1.624e-01 axis-align=0.903
[76] train=3.7217e-02 | val=5.5502e-02 | L=4.96e-02 E=5.85e-03 Dyn=1.27e+00 | eig-ratio-L2=1.602e-01 axis-align=0.899
[77] train=3.6858e-02 | val=5.6060e-02 | L=4.94e-02 E=6.69e-03 Dyn=1.39e+00 | eig-ratio-L2=1.659e-01 axis-align=0.906
[78] train=3.6771e-02 | val=5.9055e-02 | L=5.23e-02 E=6.77e-03 Dyn=1.22e+00 | eig-ratio-L2=1.640e-01 axis-align=0.901
[79] train=3.6753e-02 | val=5.8679e-02 | L=5.12e-02 E=7.52e-03 Dyn=1.40e+00 | eig-ratio-L2=1.672e-01 axis-align=0.895
[80] train=3.7077e-02 | val=5.6176e-02 | L=5.01e-02 E=6.11e-03 Dyn=1.29e+00 | eig-ratio-L2=1.632e-01 axis-align=0.897
[81] train=3.7117e-02 | val=5.6860e-02 | L=5.04e-02 E=6.51e-03 Dyn=1.19e+00 | eig-ratio-L2=1.648e-01 axis-align=0.901
[82] train=3.5782e-02 | val=5.8693e-02 | L=5.16e-02 E=7.09e-03 Dyn=1.41e+00 | eig-ratio-L2=1.649e-01 axis-align=0.898
[83] train=3.7152e-02 | val=5.6518e-02 | L=5.03e-02 E=6.25e-03 Dyn=1.25e+00 | eig-ratio-L2=1.620e-01 axis-align=0.896
[84] train=3.6182e-02 | val=5.6430e-02 | L=4.97e-02 E=6.72e-03 Dyn=1.40e+00 | eig-ratio-L2=1.638e-01 axis-align=0.900
[85] train=3.5716e-02 | val=5.7958e-02 | L=5.06e-02 E=7.31e-03 Dyn=1.14e+00 | eig-ratio-L2=1.628e-01 axis-align=0.902
[86] train=3.5697e-02 | val=5.7034e-02 | L=5.02e-02 E=6.81e-03 Dyn=1.32e+00 | eig-ratio-L2=1.662e-01 axis-align=0.902
[87] train=3.5958e-02 | val=5.8467e-02 | L=5.22e-02 E=6.31e-03 Dyn=1.22e+00 | eig-ratio-L2=1.657e-01 axis-align=0.901
[88] train=3.6081e-02 | val=5.7770e-02 | L=5.14e-02 E=6.33e-03 Dyn=1.29e+00 | eig-ratio-L2=1.627e-01 axis-align=0.902
[89] train=3.5484e-02 | val=6.0568e-02 | L=5.33e-02 E=7.24e-03 Dyn=1.30e+00 | eig-ratio-L2=1.640e-01 axis-align=0.898
[90] train=3.5423e-02 | val=5.6328e-02 | L=5.03e-02 E=5.98e-03 Dyn=1.33e+00 | eig-ratio-L2=1.689e-01 axis-align=0.900
[91] train=3.5463e-02 | val=5.7134e-02 | L=5.07e-02 E=6.44e-03 Dyn=1.25e+00 | eig-ratio-L2=1.691e-01 axis-align=0.903
[92] train=3.4457e-02 | val=5.9707e-02 | L=5.24e-02 E=7.36e-03 Dyn=1.30e+00 | eig-ratio-L2=1.690e-01 axis-align=0.898
[93] train=3.4355e-02 | val=5.8004e-02 | L=5.16e-02 E=6.41e-03 Dyn=1.41e+00 | eig-ratio-L2=1.740e-01 axis-align=0.895
[94] train=3.5090e-02 | val=5.7964e-02 | L=5.12e-02 E=6.78e-03 Dyn=1.27e+00 | eig-ratio-L2=1.661e-01 axis-align=0.904
[95] train=3.4628e-02 | val=5.8718e-02 | L=5.22e-02 E=6.54e-03 Dyn=1.31e+00 | eig-ratio-L2=1.671e-01 axis-align=0.898
[96] train=3.3834e-02 | val=6.0235e-02 | L=5.31e-02 E=7.14e-03 Dyn=1.29e+00 | eig-ratio-L2=1.716e-01 axis-align=0.897
[97] train=3.4191e-02 | val=5.9058e-02 | L=5.20e-02 E=7.10e-03 Dyn=1.36e+00 | eig-ratio-L2=1.691e-01 axis-align=0.895
[98] train=3.2968e-02 | val=5.9620e-02 | L=5.25e-02 E=7.11e-03 Dyn=1.25e+00 | eig-ratio-L2=1.671e-01 axis-align=0.895
[99] train=3.3529e-02 | val=6.1204e-02 | L=5.28e-02 E=8.41e-03 Dyn=1.29e+00 | eig-ratio-L2=1.691e-01 axis-align=0.900
[100] train=3.4093e-02 | val=6.1523e-02 | L=5.34e-02 E=8.09e-03 Dyn=1.14e+00 | eig-ratio-L2=1.655e-01 axis-align=0.898
[101] train=3.3850e-02 | val=5.9624e-02 | L=5.25e-02 E=7.11e-03 Dyn=1.17e+00 | eig-ratio-L2=1.651e-01 axis-align=0.898
[102] train=3.3301e-02 | val=6.0463e-02 | L=5.32e-02 E=7.29e-03 Dyn=1.19e+00 | eig-ratio-L2=1.696e-01 axis-align=0.898
[103] train=3.3237e-02 | val=5.8358e-02 | L=5.14e-02 E=6.93e-03 Dyn=1.23e+00 | eig-ratio-L2=1.716e-01 axis-align=0.900
[104] train=3.3188e-02 | val=5.9144e-02 | L=5.17e-02 E=7.42e-03 Dyn=1.26e+00 | eig-ratio-L2=1.713e-01 axis-align=0.902
[105] train=3.3103e-02 | val=6.1205e-02 | L=5.34e-02 E=7.76e-03 Dyn=1.25e+00 | eig-ratio-L2=1.711e-01 axis-align=0.901
[106] train=3.1978e-02 | val=6.1016e-02 | L=5.38e-02 E=7.26e-03 Dyn=1.32e+00 | eig-ratio-L2=1.760e-01 axis-align=0.900
[107] train=3.2248e-02 | val=6.1735e-02 | L=5.42e-02 E=7.49e-03 Dyn=1.25e+00 | eig-ratio-L2=1.709e-01 axis-align=0.898
[108] train=3.3176e-02 | val=5.9575e-02 | L=5.23e-02 E=7.23e-03 Dyn=1.27e+00 | eig-ratio-L2=1.739e-01 axis-align=0.901
[109] train=3.2808e-02 | val=6.1220e-02 | L=5.37e-02 E=7.55e-03 Dyn=1.27e+00 | eig-ratio-L2=1.729e-01 axis-align=0.899
[110] train=3.1877e-02 | val=5.9760e-02 | L=5.28e-02 E=6.97e-03 Dyn=1.27e+00 | eig-ratio-L2=1.733e-01 axis-align=0.900
[111] train=3.1573e-02 | val=5.9640e-02 | L=5.26e-02 E=7.03e-03 Dyn=1.30e+00 | eig-ratio-L2=1.744e-01 axis-align=0.899
[112] train=3.1599e-02 | val=6.1886e-02 | L=5.40e-02 E=7.85e-03 Dyn=1.33e+00 | eig-ratio-L2=1.718e-01 axis-align=0.901
[113] train=3.1287e-02 | val=6.3422e-02 | L=5.56e-02 E=7.77e-03 Dyn=1.22e+00 | eig-ratio-L2=1.713e-01 axis-align=0.898
[114] train=3.1849e-02 | val=5.9930e-02 | L=5.27e-02 E=7.22e-03 Dyn=1.30e+00 | eig-ratio-L2=1.718e-01 axis-align=0.897
[115] train=3.2174e-02 | val=6.2448e-02 | L=5.46e-02 E=7.89e-03 Dyn=1.21e+00 | eig-ratio-L2=1.709e-01 axis-align=0.897
[116] train=3.2220e-02 | val=6.2588e-02 | L=5.43e-02 E=8.30e-03 Dyn=1.35e+00 | eig-ratio-L2=1.722e-01 axis-align=0.890
[117] train=3.1635e-02 | val=5.9954e-02 | L=5.25e-02 E=7.47e-03 Dyn=1.26e+00 | eig-ratio-L2=1.767e-01 axis-align=0.897
[118] train=3.1554e-02 | val=6.1035e-02 | L=5.34e-02 E=7.64e-03 Dyn=1.29e+00 | eig-ratio-L2=1.771e-01 axis-align=0.900
[119] train=3.1092e-02 | val=6.0547e-02 | L=5.30e-02 E=7.55e-03 Dyn=1.31e+00 | eig-ratio-L2=1.763e-01 axis-align=0.898
[120] train=3.1156e-02 | val=6.2174e-02 | L=5.50e-02 E=7.18e-03 Dyn=1.16e+00 | eig-ratio-L2=1.751e-01 axis-align=0.903
[121] train=3.0983e-02 | val=6.6013e-02 | L=5.65e-02 E=9.55e-03 Dyn=1.39e+00 | eig-ratio-L2=1.769e-01 axis-align=0.898
[122] train=3.0753e-02 | val=6.4766e-02 | L=5.56e-02 E=9.14e-03 Dyn=1.21e+00 | eig-ratio-L2=1.709e-01 axis-align=0.896
[123] train=3.0780e-02 | val=6.3859e-02 | L=5.58e-02 E=8.09e-03 Dyn=1.20e+00 | eig-ratio-L2=1.745e-01 axis-align=0.897
[124] train=3.0418e-02 | val=6.3860e-02 | L=5.56e-02 E=8.26e-03 Dyn=1.23e+00 | eig-ratio-L2=1.756e-01 axis-align=0.893
[125] train=3.1351e-02 | val=6.1938e-02 | L=5.45e-02 E=7.42e-03 Dyn=1.20e+00 | eig-ratio-L2=1.743e-01 axis-align=0.903
[126] train=3.0546e-02 | val=6.2872e-02 | L=5.47e-02 E=8.16e-03 Dyn=1.23e+00 | eig-ratio-L2=1.716e-01 axis-align=0.899
[127] train=3.0589e-02 | val=6.5268e-02 | L=5.63e-02 E=8.95e-03 Dyn=1.29e+00 | eig-ratio-L2=1.794e-01 axis-align=0.895
[128] train=2.9788e-02 | val=6.4452e-02 | L=5.54e-02 E=9.05e-03 Dyn=1.28e+00 | eig-ratio-L2=1.764e-01 axis-align=0.897
[129] train=2.9742e-02 | val=6.5146e-02 | L=5.66e-02 E=8.52e-03 Dyn=1.16e+00 | eig-ratio-L2=1.728e-01 axis-align=0.896
[130] train=2.9799e-02 | val=6.3618e-02 | L=5.59e-02 E=7.69e-03 Dyn=1.23e+00 | eig-ratio-L2=1.742e-01 axis-align=0.895
[131] train=2.9390e-02 | val=6.6035e-02 | L=5.73e-02 E=8.74e-03 Dyn=1.26e+00 | eig-ratio-L2=1.767e-01 axis-align=0.899
[132] train=3.0033e-02 | val=6.6437e-02 | L=5.73e-02 E=9.17e-03 Dyn=1.23e+00 | eig-ratio-L2=1.751e-01 axis-align=0.898
[133] train=2.9583e-02 | val=6.4544e-02 | L=5.65e-02 E=8.08e-03 Dyn=1.17e+00 | eig-ratio-L2=1.724e-01 axis-align=0.900
[134] train=2.9017e-02 | val=6.3652e-02 | L=5.53e-02 E=8.33e-03 Dyn=1.35e+00 | eig-ratio-L2=1.769e-01 axis-align=0.898
[135] train=3.0721e-02 | val=6.4920e-02 | L=5.62e-02 E=8.70e-03 Dyn=1.28e+00 | eig-ratio-L2=1.716e-01 axis-align=0.894
[136] train=3.0277e-02 | val=6.6387e-02 | L=5.75e-02 E=8.93e-03 Dyn=1.28e+00 | eig-ratio-L2=1.769e-01 axis-align=0.895
[137] train=3.0126e-02 | val=6.2559e-02 | L=5.52e-02 E=7.32e-03 Dyn=1.22e+00 | eig-ratio-L2=1.777e-01 axis-align=0.897
[138] train=2.9305e-02 | val=6.4280e-02 | L=5.57e-02 E=8.56e-03 Dyn=1.18e+00 | eig-ratio-L2=1.754e-01 axis-align=0.893
[139] train=2.9210e-02 | val=6.4124e-02 | L=5.54e-02 E=8.75e-03 Dyn=1.33e+00 | eig-ratio-L2=1.782e-01 axis-align=0.894
[140] train=2.8903e-02 | val=6.6602e-02 | L=5.85e-02 E=8.13e-03 Dyn=1.29e+00 | eig-ratio-L2=1.794e-01 axis-align=0.893
[141] train=2.8857e-02 | val=6.5309e-02 | L=5.68e-02 E=8.51e-03 Dyn=1.30e+00 | eig-ratio-L2=1.776e-01 axis-align=0.896
[142] train=2.9239e-02 | val=6.4214e-02 | L=5.60e-02 E=8.24e-03 Dyn=1.14e+00 | eig-ratio-L2=1.742e-01 axis-align=0.898
[143] train=2.8747e-02 | val=6.4817e-02 | L=5.64e-02 E=8.39e-03 Dyn=1.17e+00 | eig-ratio-L2=1.743e-01 axis-align=0.896
[144] train=2.8776e-02 | val=6.3858e-02 | L=5.55e-02 E=8.40e-03 Dyn=1.26e+00 | eig-ratio-L2=1.759e-01 axis-align=0.902
[145] train=2.8461e-02 | val=6.5567e-02 | L=5.75e-02 E=8.10e-03 Dyn=1.21e+00 | eig-ratio-L2=1.764e-01 axis-align=0.901
[146] train=2.8777e-02 | val=6.5845e-02 | L=5.69e-02 E=8.99e-03 Dyn=1.32e+00 | eig-ratio-L2=1.775e-01 axis-align=0.898
[147] train=2.8326e-02 | val=6.5815e-02 | L=5.71e-02 E=8.68e-03 Dyn=1.30e+00 | eig-ratio-L2=1.773e-01 axis-align=0.897
[148] train=2.7824e-02 | val=6.6972e-02 | L=5.84e-02 E=8.58e-03 Dyn=1.19e+00 | eig-ratio-L2=1.748e-01 axis-align=0.896
[149] train=2.8881e-02 | val=6.7450e-02 | L=5.81e-02 E=9.36e-03 Dyn=1.23e+00 | eig-ratio-L2=1.760e-01 axis-align=0.898
[150] train=2.8682e-02 | val=6.5623e-02 | L=5.74e-02 E=8.25e-03 Dyn=1.33e+00 | eig-ratio-L2=1.749e-01 axis-align=0.896
[151] train=2.8333e-02 | val=6.4246e-02 | L=5.59e-02 E=8.35e-03 Dyn=1.30e+00 | eig-ratio-L2=1.784e-01 axis-align=0.895
[152] train=2.7781e-02 | val=6.4874e-02 | L=5.68e-02 E=8.10e-03 Dyn=1.38e+00 | eig-ratio-L2=1.796e-01 axis-align=0.897
[153] train=2.8098e-02 | val=6.4895e-02 | L=5.65e-02 E=8.38e-03 Dyn=1.33e+00 | eig-ratio-L2=1.785e-01 axis-align=0.892
[154] train=2.8436e-02 | val=6.5534e-02 | L=5.71e-02 E=8.39e-03 Dyn=1.24e+00 | eig-ratio-L2=1.798e-01 axis-align=0.900
[155] train=2.8443e-02 | val=6.5711e-02 | L=5.65e-02 E=9.22e-03 Dyn=1.31e+00 | eig-ratio-L2=1.751e-01 axis-align=0.895
[156] train=2.7822e-02 | val=6.4351e-02 | L=5.67e-02 E=7.65e-03 Dyn=1.30e+00 | eig-ratio-L2=1.752e-01 axis-align=0.899
[157] train=2.8047e-02 | val=6.7440e-02 | L=5.83e-02 E=9.17e-03 Dyn=1.28e+00 | eig-ratio-L2=1.774e-01 axis-align=0.895
[158] train=2.7564e-02 | val=6.7338e-02 | L=5.84e-02 E=8.94e-03 Dyn=1.27e+00 | eig-ratio-L2=1.773e-01 axis-align=0.898
[159] train=2.7623e-02 | val=6.5190e-02 | L=5.73e-02 E=7.88e-03 Dyn=1.28e+00 | eig-ratio-L2=1.806e-01 axis-align=0.897
[160] train=2.7205e-02 | val=6.6331e-02 | L=5.70e-02 E=9.37e-03 Dyn=1.35e+00 | eig-ratio-L2=1.778e-01 axis-align=0.892
[161] train=2.7484e-02 | val=6.9217e-02 | L=6.05e-02 E=8.75e-03 Dyn=1.32e+00 | eig-ratio-L2=1.781e-01 axis-align=0.895
[162] train=2.7918e-02 | val=6.4436e-02 | L=5.65e-02 E=7.90e-03 Dyn=1.36e+00 | eig-ratio-L2=1.779e-01 axis-align=0.894
[163] train=2.8265e-02 | val=6.6216e-02 | L=5.79e-02 E=8.35e-03 Dyn=1.35e+00 | eig-ratio-L2=1.767e-01 axis-align=0.893
[164] train=2.7271e-02 | val=6.3990e-02 | L=5.58e-02 E=8.20e-03 Dyn=1.33e+00 | eig-ratio-L2=1.730e-01 axis-align=0.892
[165] train=2.7365e-02 | val=6.7347e-02 | L=5.85e-02 E=8.84e-03 Dyn=1.38e+00 | eig-ratio-L2=1.792e-01 axis-align=0.897
[166] train=2.7481e-02 | val=6.6362e-02 | L=5.79e-02 E=8.46e-03 Dyn=1.38e+00 | eig-ratio-L2=1.778e-01 axis-align=0.897
[167] train=2.7200e-02 | val=6.5222e-02 | L=5.60e-02 E=9.18e-03 Dyn=1.28e+00 | eig-ratio-L2=1.800e-01 axis-align=0.898
[168] train=2.7221e-02 | val=6.6774e-02 | L=5.77e-02 E=9.04e-03 Dyn=1.27e+00 | eig-ratio-L2=1.756e-01 axis-align=0.894
[169] train=2.7456e-02 | val=6.7011e-02 | L=5.77e-02 E=9.33e-03 Dyn=1.33e+00 | eig-ratio-L2=1.744e-01 axis-align=0.904
[170] train=2.7417e-02 | val=6.7734e-02 | L=5.92e-02 E=8.49e-03 Dyn=1.31e+00 | eig-ratio-L2=1.737e-01 axis-align=0.894
[171] train=2.7113e-02 | val=6.4177e-02 | L=5.64e-02 E=7.79e-03 Dyn=1.23e+00 | eig-ratio-L2=1.741e-01 axis-align=0.898
[172] train=2.6754e-02 | val=6.6154e-02 | L=5.84e-02 E=7.78e-03 Dyn=1.37e+00 | eig-ratio-L2=1.800e-01 axis-align=0.893
[173] train=2.6941e-02 | val=6.6670e-02 | L=5.80e-02 E=8.69e-03 Dyn=1.30e+00 | eig-ratio-L2=1.791e-01 axis-align=0.895
[174] train=2.7039e-02 | val=6.8383e-02 | L=5.95e-02 E=8.85e-03 Dyn=1.35e+00 | eig-ratio-L2=1.789e-01 axis-align=0.893
[175] train=2.6912e-02 | val=6.6600e-02 | L=5.74e-02 E=9.15e-03 Dyn=1.28e+00 | eig-ratio-L2=1.777e-01 axis-align=0.894
[176] train=2.6377e-02 | val=6.6247e-02 | L=5.76e-02 E=8.63e-03 Dyn=1.35e+00 | eig-ratio-L2=1.827e-01 axis-align=0.897
[177] train=2.6386e-02 | val=6.6833e-02 | L=5.79e-02 E=8.97e-03 Dyn=1.36e+00 | eig-ratio-L2=1.773e-01 axis-align=0.893
[178] train=2.6855e-02 | val=6.9245e-02 | L=6.00e-02 E=9.26e-03 Dyn=1.26e+00 | eig-ratio-L2=1.746e-01 axis-align=0.891
[179] train=2.7266e-02 | val=6.5705e-02 | L=5.76e-02 E=8.14e-03 Dyn=1.37e+00 | eig-ratio-L2=1.797e-01 axis-align=0.897
[180] train=2.6793e-02 | val=6.5957e-02 | L=5.77e-02 E=8.24e-03 Dyn=1.32e+00 | eig-ratio-L2=1.809e-01 axis-align=0.897
[181] train=2.5993e-02 | val=6.6304e-02 | L=5.74e-02 E=8.90e-03 Dyn=1.39e+00 | eig-ratio-L2=1.758e-01 axis-align=0.895
[182] train=2.5999e-02 | val=6.7806e-02 | L=5.92e-02 E=8.62e-03 Dyn=1.21e+00 | eig-ratio-L2=1.733e-01 axis-align=0.899
[183] train=2.6263e-02 | val=6.6889e-02 | L=5.84e-02 E=8.53e-03 Dyn=1.32e+00 | eig-ratio-L2=1.775e-01 axis-align=0.900
[184] train=2.6185e-02 | val=6.9869e-02 | L=6.12e-02 E=8.62e-03 Dyn=1.23e+00 | eig-ratio-L2=1.774e-01 axis-align=0.895
[185] train=2.6557e-02 | val=6.7827e-02 | L=5.94e-02 E=8.39e-03 Dyn=1.37e+00 | eig-ratio-L2=1.787e-01 axis-align=0.895
[186] train=2.5975e-02 | val=6.7407e-02 | L=5.92e-02 E=8.23e-03 Dyn=1.40e+00 | eig-ratio-L2=1.788e-01 axis-align=0.898
[187] train=2.5663e-02 | val=6.8660e-02 | L=5.94e-02 E=9.25e-03 Dyn=1.23e+00 | eig-ratio-L2=1.800e-01 axis-align=0.893
[188] train=2.6307e-02 | val=6.7922e-02 | L=5.94e-02 E=8.51e-03 Dyn=1.39e+00 | eig-ratio-L2=1.771e-01 axis-align=0.893
[189] train=2.6872e-02 | val=6.8904e-02 | L=5.96e-02 E=9.31e-03 Dyn=1.23e+00 | eig-ratio-L2=1.784e-01 axis-align=0.897
[190] train=2.6820e-02 | val=6.7961e-02 | L=5.93e-02 E=8.61e-03 Dyn=1.30e+00 | eig-ratio-L2=1.793e-01 axis-align=0.895
[191] train=2.7500e-02 | val=6.6598e-02 | L=5.83e-02 E=8.29e-03 Dyn=1.30e+00 | eig-ratio-L2=1.789e-01 axis-align=0.898
[192] train=2.6229e-02 | val=6.6592e-02 | L=5.87e-02 E=7.91e-03 Dyn=1.36e+00 | eig-ratio-L2=1.759e-01 axis-align=0.894
[193] train=2.5986e-02 | val=6.8806e-02 | L=6.03e-02 E=8.49e-03 Dyn=1.22e+00 | eig-ratio-L2=1.763e-01 axis-align=0.890
[194] train=2.5700e-02 | val=6.7978e-02 | L=5.95e-02 E=8.46e-03 Dyn=1.30e+00 | eig-ratio-L2=1.788e-01 axis-align=0.893
[195] train=2.5205e-02 | val=6.7970e-02 | L=5.95e-02 E=8.42e-03 Dyn=1.25e+00 | eig-ratio-L2=1.770e-01 axis-align=0.891
[196] train=2.5360e-02 | val=6.7927e-02 | L=5.94e-02 E=8.55e-03 Dyn=1.34e+00 | eig-ratio-L2=1.758e-01 axis-align=0.891
[197] train=2.5739e-02 | val=6.6720e-02 | L=5.81e-02 E=8.62e-03 Dyn=1.37e+00 | eig-ratio-L2=1.843e-01 axis-align=0.892
[198] train=2.5876e-02 | val=7.0074e-02 | L=6.07e-02 E=9.42e-03 Dyn=1.38e+00 | eig-ratio-L2=1.800e-01 axis-align=0.889
[199] train=2.5702e-02 | val=6.9787e-02 | L=5.98e-02 E=9.96e-03 Dyn=1.35e+00 | eig-ratio-L2=1.790e-01 axis-align=0.889
[200] train=2.5582e-02 | val=6.8193e-02 | L=5.93e-02 E=8.88e-03 Dyn=1.36e+00 | eig-ratio-L2=1.776e-01 axis-align=0.890
[201] train=2.5518e-02 | val=6.7769e-02 | L=5.94e-02 E=8.42e-03 Dyn=1.33e+00 | eig-ratio-L2=1.764e-01 axis-align=0.892
[202] train=2.5184e-02 | val=7.2406e-02 | L=6.29e-02 E=9.55e-03 Dyn=1.39e+00 | eig-ratio-L2=1.735e-01 axis-align=0.896
[203] train=2.5875e-02 | val=6.9847e-02 | L=6.18e-02 E=8.05e-03 Dyn=1.27e+00 | eig-ratio-L2=1.773e-01 axis-align=0.888
[204] train=2.5609e-02 | val=6.9461e-02 | L=5.95e-02 E=9.99e-03 Dyn=1.29e+00 | eig-ratio-L2=1.785e-01 axis-align=0.893
[205] train=2.5780e-02 | val=6.8026e-02 | L=5.93e-02 E=8.73e-03 Dyn=1.35e+00 | eig-ratio-L2=1.797e-01 axis-align=0.892
[206] train=2.5417e-02 | val=6.8146e-02 | L=5.94e-02 E=8.79e-03 Dyn=1.40e+00 | eig-ratio-L2=1.805e-01 axis-align=0.895
[207] train=2.5269e-02 | val=6.6331e-02 | L=5.76e-02 E=8.74e-03 Dyn=1.38e+00 | eig-ratio-L2=1.769e-01 axis-align=0.894
[208] train=2.5314e-02 | val=6.8909e-02 | L=6.04e-02 E=8.48e-03 Dyn=1.32e+00 | eig-ratio-L2=1.763e-01 axis-align=0.894
[209] train=2.5057e-02 | val=6.9514e-02 | L=6.08e-02 E=8.72e-03 Dyn=1.33e+00 | eig-ratio-L2=1.775e-01 axis-align=0.894
[210] train=2.5180e-02 | val=6.9794e-02 | L=6.10e-02 E=8.76e-03 Dyn=1.32e+00 | eig-ratio-L2=1.800e-01 axis-align=0.892
[211] train=2.5772e-02 | val=6.7740e-02 | L=5.96e-02 E=8.13e-03 Dyn=1.31e+00 | eig-ratio-L2=1.771e-01 axis-align=0.891
[212] train=2.5688e-02 | val=6.9361e-02 | L=6.05e-02 E=8.90e-03 Dyn=1.32e+00 | eig-ratio-L2=1.760e-01 axis-align=0.888
[213] train=2.5395e-02 | val=6.9970e-02 | L=6.05e-02 E=9.43e-03 Dyn=1.43e+00 | eig-ratio-L2=1.784e-01 axis-align=0.890
[214] train=2.5179e-02 | val=6.7755e-02 | L=5.99e-02 E=7.84e-03 Dyn=1.28e+00 | eig-ratio-L2=1.767e-01 axis-align=0.896
[215] train=2.5455e-02 | val=6.8000e-02 | L=5.92e-02 E=8.79e-03 Dyn=1.34e+00 | eig-ratio-L2=1.791e-01 axis-align=0.893
[216] train=2.5117e-02 | val=7.0523e-02 | L=6.14e-02 E=9.12e-03 Dyn=1.28e+00 | eig-ratio-L2=1.796e-01 axis-align=0.888
[217] train=2.5368e-02 | val=6.8508e-02 | L=5.96e-02 E=8.93e-03 Dyn=1.35e+00 | eig-ratio-L2=1.770e-01 axis-align=0.890
[218] train=2.5620e-02 | val=6.8995e-02 | L=6.01e-02 E=8.86e-03 Dyn=1.25e+00 | eig-ratio-L2=1.727e-01 axis-align=0.892
[219] train=2.4771e-02 | val=6.8008e-02 | L=5.95e-02 E=8.55e-03 Dyn=1.31e+00 | eig-ratio-L2=1.756e-01 axis-align=0.892
[220] train=2.4791e-02 | val=6.9976e-02 | L=6.09e-02 E=9.07e-03 Dyn=1.36e+00 | eig-ratio-L2=1.818e-01 axis-align=0.893
[221] train=2.4727e-02 | val=7.1017e-02 | L=6.20e-02 E=9.05e-03 Dyn=1.35e+00 | eig-ratio-L2=1.775e-01 axis-align=0.889
[222] train=2.4468e-02 | val=6.9841e-02 | L=6.06e-02 E=9.23e-03 Dyn=1.31e+00 | eig-ratio-L2=1.817e-01 axis-align=0.892
[223] train=2.4792e-02 | val=7.0193e-02 | L=6.03e-02 E=9.87e-03 Dyn=1.37e+00 | eig-ratio-L2=1.787e-01 axis-align=0.891
[224] train=2.4585e-02 | val=7.0528e-02 | L=6.16e-02 E=8.89e-03 Dyn=1.42e+00 | eig-ratio-L2=1.774e-01 axis-align=0.892
[225] train=2.5174e-02 | val=6.7875e-02 | L=5.94e-02 E=8.44e-03 Dyn=1.36e+00 | eig-ratio-L2=1.801e-01 axis-align=0.893
[226] train=2.4734e-02 | val=7.0635e-02 | L=6.14e-02 E=9.19e-03 Dyn=1.39e+00 | eig-ratio-L2=1.793e-01 axis-align=0.892
